date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold
1-Jun-21,Rajasthan,2-Wheelers,515,59809
1-Jun-21,Tamil Nadu,2-Wheelers,660,45197
1-Jun-21,Uttar Pradesh,2-Wheelers,92,264409
1-Jun-21,Uttarakhand,2-Wheelers,37,9766
1-Jun-21,West Bengal,2-Wheelers,12,67354
1-Jul-21,Andhra Pradesh,2-Wheelers,811,58165
1-Jul-21,Assam,2-Wheelers,22,22521
1-Jul-21,Bihar,2-Wheelers,189,70562
1-Jul-21,Chandigarh,2-Wheelers,11,1286
1-Jul-21,Chhattisgarh,2-Wheelers,253,30642
1-Jul-21,DNH and DD,2-Wheelers,3,704
1-Jul-21,Delhi,2-Wheelers,818,24955
1-Jul-21,Goa,2-Wheelers,64,1694
1-Jul-21,Gujarat,2-Wheelers,358,68641
1-Jul-21,Haryana,2-Wheelers,134,24476
1-Jul-21,Himachal Pradesh,2-Wheelers,18,6543
1-Jul-21,Jammu and Kashmir,2-Wheelers,203,10104
1-Jul-21,Jharkhand,2-Wheelers,108,29512
1-Jul-21,Karnataka,2-Wheelers,3384,84001
1-Jul-21,Kerala,2-Wheelers,456,41455
1-Jul-21,Madhya Pradesh,2-Wheelers,469,99094
1-Jul-21,Maharashtra,2-Wheelers,2101,146083
1-Jul-21,Odisha,2-Wheelers,324,38080
1-Jul-21,Puducherry,2-Wheelers,38,3592
1-Jul-21,Punjab,2-Wheelers,318,27261
1-Jul-21,Rajasthan,2-Wheelers,1378,67308
1-Jul-21,Tamil Nadu,2-Wheelers,2801,122808
1-Jul-21,Uttar Pradesh,2-Wheelers,303,215180
1-Jul-21,Uttarakhand,2-Wheelers,76,12268
1-Jul-21,West Bengal,2-Wheelers,36,76665
1-Aug-21,Andhra Pradesh,2-Wheelers,666,58473
1-Aug-21,Assam,2-Wheelers,26,25097
1-Aug-21,Bihar,2-Wheelers,191,54618
1-Aug-21,Chandigarh,2-Wheelers,19,1380
1-Aug-21,Chhattisgarh,2-Wheelers,238,27491
1-Aug-21,DNH and DD,2-Wheelers,2,584
1-Aug-21,Delhi,2-Wheelers,995,26069
1-Aug-21,Goa,2-Wheelers,22,2316
1-Aug-21,Gujarat,2-Wheelers,584,54721
1-Aug-21,Haryana,2-Wheelers,441,30342
1-Aug-21,Himachal Pradesh,2-Wheelers,32,5430
1-Aug-21,Jammu and Kashmir,2-Wheelers,122,9978
1-Aug-21,Jharkhand,2-Wheelers,137,26589
1-Aug-21,Karnataka,2-Wheelers,3319,79751
1-Aug-21,Kerala,2-Wheelers,598,52507
1-Aug-21,Madhya Pradesh,2-Wheelers,457,67859
1-Aug-21,Maharashtra,2-Wheelers,2419,119076
1-Aug-21,Odisha,2-Wheelers,485,33821
1-Aug-21,Puducherry,2-Wheelers,34,3496
1-Aug-21,Punjab,2-Wheelers,342,27376
1-Aug-21,Rajasthan,2-Wheelers,1451,57021
1-Aug-21,Tamil Nadu,2-Wheelers,2745,109440
1-Aug-21,Uttar Pradesh,2-Wheelers,531,146734
1-Aug-21,Uttarakhand,2-Wheelers,114,11192
1-Aug-21,West Bengal,2-Wheelers,80,63613
1-Sep-21,Andhra Pradesh,2-Wheelers,766,51764
1-Sep-21,Assam,2-Wheelers,38,24438
1-Sep-21,Bihar,2-Wheelers,475,48021
1-Sep-21,Chandigarh,2-Wheelers,25,1162
1-Sep-21,Chhattisgarh,2-Wheelers,244,24790
1-Sep-21,Delhi,2-Wheelers,809,17347
1-Sep-21,Goa,2-Wheelers,87,3081
1-Sep-21,Gujarat,2-Wheelers,959,71820
1-Sep-21,Haryana,2-Wheelers,691,32590
1-Sep-21,Himachal Pradesh,2-Wheelers,33,4975
1-Sep-21,Jammu and Kashmir,2-Wheelers,157,7354
1-Sep-21,Jharkhand,2-Wheelers,149,24528
1-Sep-21,Karnataka,2-Wheelers,3539,80292
1-Sep-21,Kerala,2-Wheelers,789,48245
1-Sep-21,Madhya Pradesh,2-Wheelers,590,65166
1-Sep-21,Maharashtra,2-Wheelers,2166,92351
1-Sep-21,Odisha,2-Wheelers,490,28355
1-Sep-21,Puducherry,2-Wheelers,48,3211
1-Sep-21,Punjab,2-Wheelers,487,24819
1-Sep-21,Rajasthan,2-Wheelers,1625,48502
1-Sep-21,Tamil Nadu,2-Wheelers,2880,108477
1-Sep-21,Uttar Pradesh,2-Wheelers,730,132962
1-Sep-21,Uttarakhand,2-Wheelers,169,9926
1-Sep-21,West Bengal,2-Wheelers,84,65430
1-Oct-21,Andhra Pradesh,2-Wheelers,993,88110
1-Oct-21,Assam,2-Wheelers,28,32155
1-Oct-21,Bihar,2-Wheelers,470,50679
1-Oct-21,Chandigarh,2-Wheelers,18,1792
1-Oct-21,Chhattisgarh,2-Wheelers,301,33464
1-Oct-21,Delhi,2-Wheelers,995,26087
1-Oct-21,Goa,2-Wheelers,163,3914
1-Oct-21,Gujarat,2-Wheelers,1460,84700
1-Oct-21,Haryana,2-Wheelers,505,26891
1-Oct-21,Himachal Pradesh,2-Wheelers,29,4651
1-Oct-21,Jammu and Kashmir,2-Wheelers,199,8601
1-Oct-21,Jharkhand,2-Wheelers,253,28877
1-Oct-21,Karnataka,2-Wheelers,3709,76401
1-Oct-21,Kerala,2-Wheelers,833,42377
1-Oct-21,Ladakh,2-Wheelers,6,18
1-Oct-21,Madhya Pradesh,2-Wheelers,545,52075
1-Oct-21,Maharashtra,2-Wheelers,3554,131332
1-Oct-21,Manipur,2-Wheelers,6,2098
1-Oct-21,Odisha,2-Wheelers,948,52708
1-Oct-21,Puducherry,2-Wheelers,31,2839
1-Oct-21,Punjab,2-Wheelers,416,29940
1-Oct-21,Rajasthan,2-Wheelers,1602,65626
1-Oct-21,Tamil Nadu,2-Wheelers,2530,85674
1-Oct-21,Uttar Pradesh,2-Wheelers,1022,129924
1-Oct-21,Uttarakhand,2-Wheelers,129,12826
1-Oct-21,West Bengal,2-Wheelers,67,53475
1-Nov-21,Andhra Pradesh,2-Wheelers,1114,64835
1-Nov-21,Assam,2-Wheelers,120,29586
1-Nov-21,Bihar,2-Wheelers,604,107209
1-Nov-21,Chandigarh,2-Wheelers,79,2083
1-Nov-21,Chhattisgarh,2-Wheelers,509,63099
1-Nov-21,Delhi,2-Wheelers,1269,37710
1-Nov-21,Goa,2-Wheelers,178,4104
1-Nov-21,Gujarat,2-Wheelers,1569,110759
1-Nov-21,Haryana,2-Wheelers,871,43957
1-Nov-21,Himachal Pradesh,2-Wheelers,61,7398
1-Nov-21,Jammu and Kashmir,2-Wheelers,64,8083
1-Nov-21,Jharkhand,2-Wheelers,370,51355
1-Nov-21,Karnataka,2-Wheelers,3430,74444
1-Nov-21,Kerala,2-Wheelers,948,43718
1-Nov-21,Madhya Pradesh,2-Wheelers,940,99568
1-Nov-21,Maharashtra,2-Wheelers,3684,168326
1-Nov-21,Manipur,2-Wheelers,3,2490
1-Nov-21,Odisha,2-Wheelers,843,41128
1-Nov-21,Puducherry,2-Wheelers,47,2889
1-Nov-21,Punjab,2-Wheelers,803,46549
1-Nov-21,Rajasthan,2-Wheelers,2265,141368
1-Nov-21,Tamil Nadu,2-Wheelers,2844,111203
1-Nov-21,Uttar Pradesh,2-Wheelers,1347,225370
1-Nov-21,Uttarakhand,2-Wheelers,262,20977
1-Nov-21,West Bengal,2-Wheelers,309,79819
1-Dec-21,Andhra Pradesh,2-Wheelers,985,42446
1-Dec-21,Assam,2-Wheelers,93,28392
1-Dec-21,Bihar,2-Wheelers,467,63454
1-Dec-21,Chandigarh,2-Wheelers,30,1252
1-Dec-21,Chhattisgarh,2-Wheelers,500,24772
1-Dec-21,DNH and DD,2-Wheelers,4,1100
1-Dec-21,Delhi,2-Wheelers,1258,18687
1-Dec-21,Goa,2-Wheelers,153,3468
1-Dec-21,Gujarat,2-Wheelers,2111,92992
1-Dec-21,Haryana,2-Wheelers,670,40694
1-Dec-21,Himachal Pradesh,2-Wheelers,73,6044
1-Dec-21,Jammu and Kashmir,2-Wheelers,110,4076
1-Dec-21,Jharkhand,2-Wheelers,293,26077
1-Dec-21,Karnataka,2-Wheelers,4381,83147
1-Dec-21,Kerala,2-Wheelers,1107,43996
1-Dec-21,Madhya Pradesh,2-Wheelers,901,110877
1-Dec-21,Maharashtra,2-Wheelers,4775,134502
1-Dec-21,Manipur,2-Wheelers,4,3649
1-Dec-21,Odisha,2-Wheelers,939,26693
1-Dec-21,Puducherry,2-Wheelers,81,2589
1-Dec-21,Punjab,2-Wheelers,450,35287
1-Dec-21,Rajasthan,2-Wheelers,2119,61061
1-Dec-21,Tamil Nadu,2-Wheelers,3236,83485
1-Dec-21,Uttar Pradesh,2-Wheelers,1371,268713
1-Dec-21,Uttarakhand,2-Wheelers,229,12632
1-Dec-21,West Bengal,2-Wheelers,285,73989
1-Jan-22,Andhra Pradesh,2-Wheelers,1671,59712
1-Jan-22,Assam,2-Wheelers,92,26097
1-Jan-22,Bihar,2-Wheelers,409,51380
1-Jan-22,Chandigarh,2-Wheelers,19,1291
1-Jan-22,Chhattisgarh,2-Wheelers,595,31989
1-Jan-22,DNH and DD,2-Wheelers,6,758
1-Jan-22,Delhi,2-Wheelers,1762,24615
1-Jan-22,Goa,2-Wheelers,194,3015
1-Jan-22,Gujarat,2-Wheelers,2191,58107
1-Jan-22,Haryana,2-Wheelers,597,28339
1-Jan-22,Himachal Pradesh,2-Wheelers,22,3490
1-Jan-22,Jammu and Kashmir,2-Wheelers,76,3561
1-Jan-22,Jharkhand,2-Wheelers,240,24613
1-Jan-22,Karnataka,2-Wheelers,4386,74134
1-Jan-22,Kerala,2-Wheelers,1399,45699
1-Jan-22,Ladakh,2-Wheelers,6,20
1-Jan-22,Madhya Pradesh,2-Wheelers,862,75043
1-Jan-22,Maharashtra,2-Wheelers,5138,136937
1-Jan-22,Manipur,2-Wheelers,5,3660
1-Jan-22,Odisha,2-Wheelers,1333,45749
1-Jan-22,Puducherry,2-Wheelers,94,4044
1-Jan-22,Punjab,2-Wheelers,552,28295
1-Jan-22,Rajasthan,2-Wheelers,2359,50153
1-Jan-22,Tamil Nadu,2-Wheelers,4233,124399
1-Jan-22,Tripura,2-Wheelers,5,3043
1-Jan-22,Uttar Pradesh,2-Wheelers,1322,168934
1-Jan-22,Uttarakhand,2-Wheelers,184,10413
1-Jan-22,West Bengal,2-Wheelers,370,61071
1-Feb-22,Andhra Pradesh,2-Wheelers,2284,52013
1-Feb-22,Assam,2-Wheelers,108,25414
1-Feb-22,Bihar,2-Wheelers,495,59758
1-Feb-22,Chandigarh,2-Wheelers,22,1184
1-Feb-22,Chhattisgarh,2-Wheelers,635,28508
1-Feb-22,DNH and DD,2-Wheelers,4,817
1-Feb-22,Delhi,2-Wheelers,2384,25413
1-Feb-22,Goa,2-Wheelers,267,3248
1-Feb-22,Gujarat,2-Wheelers,2613,68658
1-Feb-22,Haryana,2-Wheelers,677,25667
1-Feb-22,Himachal Pradesh,2-Wheelers,57,4041
1-Feb-22,Jammu and Kashmir,2-Wheelers,101,4836
1-Feb-22,Jharkhand,2-Wheelers,338,27174
1-Feb-22,Karnataka,2-Wheelers,5593,75612
1-Feb-22,Kerala,2-Wheelers,1737,41273
1-Feb-22,Madhya Pradesh,2-Wheelers,974,69322
1-Feb-22,Maharashtra,2-Wheelers,6871,116043
1-Feb-22,Manipur,2-Wheelers,3,4773
1-Feb-22,Odisha,2-Wheelers,1266,41856
1-Feb-22,Puducherry,2-Wheelers,117,3410
1-Feb-22,Punjab,2-Wheelers,296,24506
1-Feb-22,Rajasthan,2-Wheelers,2563,56168
1-Feb-22,Tamil Nadu,2-Wheelers,4506,108851
1-Feb-22,Tripura,2-Wheelers,3,2705
1-Feb-22,Uttar Pradesh,2-Wheelers,1202,163699
1-Feb-22,Uttarakhand,2-Wheelers,223,9283
1-Feb-22,West Bengal,2-Wheelers,383,56937
1-Mar-22,Andhra Pradesh,2-Wheelers,3169,51588
1-Mar-22,Assam,2-Wheelers,179,29698
1-Mar-22,Bihar,2-Wheelers,1328,85165
1-Mar-22,Chandigarh,2-Wheelers,55,1883
1-Mar-22,Chhattisgarh,2-Wheelers,959,31244
1-Mar-22,DNH and DD,2-Wheelers,5,757
1-Mar-22,Delhi,2-Wheelers,3491,28871
1-Mar-22,Goa,2-Wheelers,235,4381
1-Mar-22,Gujarat,2-Wheelers,4507,79333
1-Mar-22,Haryana,2-Wheelers,1025,30295
1-Mar-22,Himachal Pradesh,2-Wheelers,61,3565
1-Mar-22,Jammu and Kashmir,2-Wheelers,227,5680
1-Mar-22,Jharkhand,2-Wheelers,607,38435
1-Mar-22,Karnataka,2-Wheelers,7288,91537
1-Mar-22,Kerala,2-Wheelers,2880,50610
1-Mar-22,Madhya Pradesh,2-Wheelers,1580,76256
1-Mar-22,Maharashtra,2-Wheelers,9687,130070
1-Mar-22,Manipur,2-Wheelers,2,3508
1-Mar-22,Odisha,2-Wheelers,2363,47801
1-Mar-22,Puducherry,2-Wheelers,181,3913
1-Mar-22,Punjab,2-Wheelers,716,31497
1-Mar-22,Rajasthan,2-Wheelers,3080,60106
1-Mar-22,Tamil Nadu,2-Wheelers,7708,124272
1-Mar-22,Tripura,2-Wheelers,18,3504
1-Mar-22,Uttar Pradesh,2-Wheelers,1986,180927
1-Mar-22,Uttarakhand,2-Wheelers,435,11692
1-Mar-22,West Bengal,2-Wheelers,626,73783
1-Apr-22,Andhra Pradesh,2-Wheelers,2745,56529
1-Apr-22,Assam,2-Wheelers,168,26813
1-Apr-22,Bihar,2-Wheelers,475,82418
1-Apr-22,Chandigarh,2-Wheelers,63,1881
1-Apr-22,Chhattisgarh,2-Wheelers,1397,30843
1-Apr-22,DNH and DD,2-Wheelers,4,804
1-Apr-22,Delhi,2-Wheelers,2832,32226
1-Apr-22,Goa,2-Wheelers,377,3817
1-Apr-22,Gujarat,2-Wheelers,6695,88648
1-Apr-22,Haryana,2-Wheelers,1215,30558
1-Apr-22,Himachal Pradesh,2-Wheelers,97,4637
1-Apr-22,Jammu and Kashmir,2-Wheelers,125,8306
1-Apr-22,Jharkhand,2-Wheelers,450,35590
1-Apr-22,Karnataka,2-Wheelers,8814,100400
1-Apr-22,Kerala,2-Wheelers,2908,41859
1-Apr-22,Madhya Pradesh,2-Wheelers,1337,75144
1-Apr-22,Maharashtra,2-Wheelers,7375,135969
1-Apr-22,Meghalaya,2-Wheelers,5,1472
1-Apr-22,Nagaland,2-Wheelers,2,444
1-Apr-22,Odisha,2-Wheelers,2261,44330
1-Apr-22,Puducherry,2-Wheelers,82,3044
1-Apr-22,Punjab,2-Wheelers,817,29934
1-Apr-22,Rajasthan,2-Wheelers,3771,70039
1-Apr-22,Tamil Nadu,2-Wheelers,5425,106643
1-Apr-22,Tripura,2-Wheelers,20,2797
1-Apr-22,Uttar Pradesh,2-Wheelers,2397,225079
1-Apr-22,Uttarakhand,2-Wheelers,602,12989
1-Apr-22,West Bengal,2-Wheelers,815,68909
1-May-22,Andhra Pradesh,2-Wheelers,1615,48041
1-May-22,Assam,2-Wheelers,112,28739
1-May-22,Bihar,2-Wheelers,458,113034
1-May-22,Chandigarh,2-Wheelers,44,1797
1-May-22,Chhattisgarh,2-Wheelers,834,28821
1-May-22,DNH and DD,2-Wheelers,6,790
1-May-22,Delhi,2-Wheelers,1760,28897
1-May-22,Goa,2-Wheelers,453,3338
1-May-22,Gujarat,2-Wheelers,4408,68621
1-May-22,Haryana,2-Wheelers,1178,32009
1-May-22,Himachal Pradesh,2-Wheelers,73,5131
1-May-22,Jammu and Kashmir,2-Wheelers,124,9505
1-May-22,Jharkhand,2-Wheelers,431,39317
1-May-22,Karnataka,2-Wheelers,5947,84301
1-May-22,Kerala,2-Wheelers,2373,40514
1-May-22,Madhya Pradesh,2-Wheelers,1310,94602
1-May-22,Maharashtra,2-Wheelers,8914,123203
1-May-22,Manipur,2-Wheelers,2,2443
1-May-22,Odisha,2-Wheelers,1714,38324
1-May-22,Puducherry,2-Wheelers,65,3122
1-May-22,Punjab,2-Wheelers,493,30377
1-May-22,Rajasthan,2-Wheelers,3701,73803
1-May-22,Tamil Nadu,2-Wheelers,3628,102565
1-May-22,Tripura,2-Wheelers,14,2768
1-May-22,Uttar Pradesh,2-Wheelers,1695,273962
1-May-22,Uttarakhand,2-Wheelers,377,12930
1-May-22,West Bengal,2-Wheelers,683,68721
1-Jun-22,Andhra Pradesh,2-Wheelers,1733,37538
1-Jun-22,Assam,2-Wheelers,101,21695
1-Jun-22,Bihar,2-Wheelers,716,79768
1-Jun-22,Chandigarh,2-Wheelers,63,1808
1-Jun-22,Chhattisgarh,2-Wheelers,1038,28027
1-Jun-22,Delhi,2-Wheelers,2755,27696
1-Jun-22,Goa,2-Wheelers,365,3042
1-Jun-22,Gujarat,2-Wheelers,5322,83549
1-Jun-22,Haryana,2-Wheelers,966,30435
1-Jun-22,Himachal Pradesh,2-Wheelers,104,5610
1-Jun-22,Jammu and Kashmir,2-Wheelers,159,8064
1-Jun-22,Jharkhand,2-Wheelers,461,32650
1-Jun-22,Karnataka,2-Wheelers,6800,91707
1-Jun-22,Kerala,2-Wheelers,2568,44015
1-Jun-22,Ladakh,2-Wheelers,14,590
1-Jun-22,Madhya Pradesh,2-Wheelers,1434,83413
1-Jun-22,Maharashtra,2-Wheelers,7880,115725
1-Jun-22,Manipur,2-Wheelers,13,3391
1-Jun-22,Meghalaya,2-Wheelers,2,1291
1-Jun-22,Mizoram,2-Wheelers,2,1750
1-Jun-22,Odisha,2-Wheelers,1693,39143
1-Jun-22,Puducherry,2-Wheelers,85,3331
1-Jun-22,Punjab,2-Wheelers,514,28256
1-Jun-22,Rajasthan,2-Wheelers,3427,58281
1-Jun-22,Tamil Nadu,2-Wheelers,3749,110740
1-Jun-22,Tripura,2-Wheelers,21,2761
1-Jun-22,Uttar Pradesh,2-Wheelers,1361,198411
1-Jun-22,Uttarakhand,2-Wheelers,374,13121
1-Jun-22,West Bengal,2-Wheelers,660,67878
1-Jul-22,Andhra Pradesh,2-Wheelers,1921,42632
1-Jul-22,Assam,2-Wheelers,120,26803
1-Jul-22,Bihar,2-Wheelers,638,62773
1-Jul-22,Chandigarh,2-Wheelers,58,2086
1-Jul-22,Chhattisgarh,2-Wheelers,1309,26466
1-Jul-22,DNH and DD,2-Wheelers,9,735
1-Jul-22,Delhi,2-Wheelers,2658,30654
1-Jul-22,Goa,2-Wheelers,579,2801
1-Jul-22,Gujarat,2-Wheelers,5592,83341
1-Jul-22,Haryana,2-Wheelers,710,30657
1-Jul-22,Himachal Pradesh,2-Wheelers,92,5377
1-Jul-22,Jammu and Kashmir,2-Wheelers,316,8717
1-Jul-22,Jharkhand,2-Wheelers,589,32122
1-Jul-22,Karnataka,2-Wheelers,5689,77333
1-Jul-22,Kerala,2-Wheelers,1964,37691
1-Jul-22,Madhya Pradesh,2-Wheelers,1722,81579
1-Jul-22,Maharashtra,2-Wheelers,8446,111895
1-Jul-22,Manipur,2-Wheelers,21,4103
1-Jul-22,Meghalaya,2-Wheelers,3,1363
1-Jul-22,Odisha,2-Wheelers,1816,32549
1-Jul-22,Puducherry,2-Wheelers,71,3298
1-Jul-22,Punjab,2-Wheelers,603,27082
1-Jul-22,Rajasthan,2-Wheelers,4574,63752
1-Jul-22,Tamil Nadu,2-Wheelers,4180,103800
1-Jul-22,Tripura,2-Wheelers,2,2632
1-Jul-22,Uttar Pradesh,2-Wheelers,1828,153826
1-Jul-22,Uttarakhand,2-Wheelers,404,12603
1-Jul-22,West Bengal,2-Wheelers,689,62610
1-Aug-22,Andhra Pradesh,2-Wheelers,1898,54365
1-Aug-22,Assam,2-Wheelers,202,27466
1-Aug-22,Bihar,2-Wheelers,849,64565
1-Aug-22,Chandigarh,2-Wheelers,59,1896
1-Aug-22,Chhattisgarh,2-Wheelers,1360,23146
1-Aug-22,DNH and DD,2-Wheelers,6,742
1-Aug-22,Delhi,2-Wheelers,3259,31869
1-Aug-22,Goa,2-Wheelers,303,4503
1-Aug-22,Gujarat,2-Wheelers,5059,74982
1-Aug-22,Haryana,2-Wheelers,915,33336
1-Aug-22,Himachal Pradesh,2-Wheelers,59,5281
1-Aug-22,Jammu and Kashmir,2-Wheelers,182,9131
1-Aug-22,Jharkhand,2-Wheelers,561,25332
1-Aug-22,Karnataka,2-Wheelers,7476,88611
1-Aug-22,Kerala,2-Wheelers,3069,50954
1-Aug-22,Madhya Pradesh,2-Wheelers,1931,98165
1-Aug-22,Maharashtra,2-Wheelers,9723,118886
1-Aug-22,Manipur,2-Wheelers,8,3647
1-Aug-22,Meghalaya,2-Wheelers,2,1734
1-Aug-22,Mizoram,2-Wheelers,6,2062
1-Aug-22,Odisha,2-Wheelers,2007,30540
1-Aug-22,Puducherry,2-Wheelers,91,3810
1-Aug-22,Punjab,2-Wheelers,645,32591
1-Aug-22,Rajasthan,2-Wheelers,4159,60191
1-Aug-22,Tamil Nadu,2-Wheelers,5306,120312
1-Aug-22,Tripura,2-Wheelers,14,2643
1-Aug-22,Uttar Pradesh,2-Wheelers,1920,131703
1-Aug-22,Uttarakhand,2-Wheelers,494,12711
1-Aug-22,West Bengal,2-Wheelers,663,62200
1-Sep-22,Andhra Pradesh,2-Wheelers,2239,52804
1-Sep-22,Assam,2-Wheelers,200,31729
1-Sep-22,Bihar,2-Wheelers,951,54364
1-Sep-22,Chandigarh,2-Wheelers,70,1929
1-Sep-22,Chhattisgarh,2-Wheelers,1190,23465
1-Sep-22,DNH and DD,2-Wheelers,8,629
1-Sep-22,Delhi,2-Wheelers,2301,25409
1-Sep-22,Goa,2-Wheelers,400,4078
1-Sep-22,Gujarat,2-Wheelers,5333,77920
1-Sep-22,Haryana,2-Wheelers,848,25832
1-Sep-22,Himachal Pradesh,2-Wheelers,67,4101
1-Sep-22,Jammu and Kashmir,2-Wheelers,220,8320
1-Sep-22,Jharkhand,2-Wheelers,498,23758
1-Sep-22,Karnataka,2-Wheelers,7616,87981
1-Sep-22,Kerala,2-Wheelers,3100,53877
1-Sep-22,Madhya Pradesh,2-Wheelers,1898,53245
1-Sep-22,Maharashtra,2-Wheelers,10730,122642
1-Sep-22,Mizoram,2-Wheelers,4,1568
1-Sep-22,Odisha,2-Wheelers,2197,36139
1-Sep-22,Puducherry,2-Wheelers,114,3772
1-Sep-22,Punjab,2-Wheelers,590,27407
1-Sep-22,Rajasthan,2-Wheelers,4677,53951
1-Sep-22,Tamil Nadu,2-Wheelers,5112,121791
1-Sep-22,Tripura,2-Wheelers,17,3842
1-Sep-22,Uttar Pradesh,2-Wheelers,1787,97293
1-Sep-22,Uttarakhand,2-Wheelers,386,9325
1-Sep-22,West Bengal,2-Wheelers,727,64255
1-Oct-22,Andhra Pradesh,2-Wheelers,2568,74374
1-Oct-22,Assam,2-Wheelers,194,38033
1-Oct-22,Bihar,2-Wheelers,1377,88895
1-Oct-22,Chandigarh,2-Wheelers,118,3103
1-Oct-22,Chhattisgarh,2-Wheelers,2471,57951
1-Oct-22,DNH and DD,2-Wheelers,5,619
1-Oct-22,Delhi,2-Wheelers,3699,50702
1-Oct-22,Goa,2-Wheelers,704,6241
1-Oct-22,Gujarat,2-Wheelers,6635,115540
1-Oct-22,Haryana,2-Wheelers,1313,38921
1-Oct-22,Himachal Pradesh,2-Wheelers,79,5548
1-Oct-22,Jammu and Kashmir,2-Wheelers,258,9184
1-Oct-22,Jharkhand,2-Wheelers,949,50073
1-Oct-22,Karnataka,2-Wheelers,9706,117015
1-Oct-22,Kerala,2-Wheelers,3629,44021
1-Oct-22,Madhya Pradesh,2-Wheelers,3616,137210
1-Oct-22,Maharashtra,2-Wheelers,15999,189870
1-Oct-22,Manipur,2-Wheelers,4,2532
1-Oct-22,Meghalaya,2-Wheelers,5,1558
1-Oct-22,Mizoram,2-Wheelers,3,1638
1-Oct-22,Odisha,2-Wheelers,3695,72161
1-Oct-22,Puducherry,2-Wheelers,180,3564
1-Oct-22,Punjab,2-Wheelers,707,37265
1-Oct-22,Rajasthan,2-Wheelers,9455,133585
1-Oct-22,Tamil Nadu,2-Wheelers,5530,111507
1-Oct-22,Tripura,2-Wheelers,13,3431
1-Oct-22,Uttar Pradesh,2-Wheelers,3003,258110
1-Oct-22,Uttarakhand,2-Wheelers,797,19532
1-Oct-22,West Bengal,2-Wheelers,538,50676
1-Nov-22,Andaman & Nicobar Island,2-Wheelers,6,405
1-Nov-22,Andhra Pradesh,2-Wheelers,2742,69695
1-Nov-22,Assam,2-Wheelers,176,32542
1-Nov-22,Bihar,2-Wheelers,1253,110759
1-Nov-22,Chandigarh,2-Wheelers,163,1727
1-Nov-22,Chhattisgarh,2-Wheelers,2725,42575
1-Nov-22,DNH and DD,2-Wheelers,14,1290
1-Nov-22,Delhi,2-Wheelers,3869,41689
1-Nov-22,Goa,2-Wheelers,587,5285
1-Nov-22,Gujarat,2-Wheelers,8322,165828
1-Nov-22,Haryana,2-Wheelers,1369,58469
1-Nov-22,Himachal Pradesh,2-Wheelers,134,9181
1-Nov-22,Jammu and Kashmir,2-Wheelers,194,4656
1-Nov-22,Jharkhand,2-Wheelers,953,40248
1-Nov-22,Karnataka,2-Wheelers,9851,109695
1-Nov-22,Kerala,2-Wheelers,3698,40561
1-Nov-22,Madhya Pradesh,2-Wheelers,3426,130285
1-Nov-22,Maharashtra,2-Wheelers,13718,204988
1-Nov-22,Manipur,2-Wheelers,2,5529
1-Nov-22,Meghalaya,2-Wheelers,3,1438
1-Nov-22,Mizoram,2-Wheelers,8,1542
1-Nov-22,Odisha,2-Wheelers,2997,38593
1-Nov-22,Puducherry,2-Wheelers,153,3002
1-Nov-22,Punjab,2-Wheelers,1042,46873
1-Nov-22,Rajasthan,2-Wheelers,7306,158463
1-Nov-22,Tamil Nadu,2-Wheelers,7258,120109
1-Nov-22,Tripura,2-Wheelers,12,3427
1-Nov-22,Uttar Pradesh,2-Wheelers,2746,279169
1-Nov-22,Uttarakhand,2-Wheelers,839,25037
1-Nov-22,West Bengal,2-Wheelers,1209,100516
1-Dec-22,Andaman & Nicobar Island,2-Wheelers,10,397
1-Dec-22,Andhra Pradesh,2-Wheelers,2718,47327
1-Dec-22,Assam,2-Wheelers,250,34737
1-Dec-22,Bihar,2-Wheelers,987,60432
1-Dec-22,Chandigarh,2-Wheelers,123,1454
1-Dec-22,Chhattisgarh,2-Wheelers,1883,26359
1-Dec-22,DNH and DD,2-Wheelers,19,1112
1-Dec-22,Delhi,2-Wheelers,3826,21773
1-Dec-22,Goa,2-Wheelers,528,4983
1-Dec-22,Gujarat,2-Wheelers,7906,107138
1-Dec-22,Haryana,2-Wheelers,885,37571
1-Dec-22,Himachal Pradesh,2-Wheelers,100,6751
1-Dec-22,Jammu and Kashmir,2-Wheelers,150,3943
1-Dec-22,Jharkhand,2-Wheelers,653,27130
1-Dec-22,Karnataka,2-Wheelers,7750,75110
1-Dec-22,Kerala,2-Wheelers,4112,40445
1-Dec-22,Madhya Pradesh,2-Wheelers,2328,64980
1-Dec-22,Maharashtra,2-Wheelers,13076,136534
1-Dec-22,Manipur,2-Wheelers,63,4150
1-Dec-22,Mizoram,2-Wheelers,11,1792
1-Dec-22,Odisha,2-Wheelers,2379,38217
1-Dec-22,Puducherry,2-Wheelers,177,2396
1-Dec-22,Punjab,2-Wheelers,635,35992
1-Dec-22,Rajasthan,2-Wheelers,5060,57108
1-Dec-22,Tamil Nadu,2-Wheelers,4991,77848
1-Dec-22,Tripura,2-Wheelers,57,3393
1-Dec-22,Uttar Pradesh,2-Wheelers,2334,134747
1-Dec-22,Uttarakhand,2-Wheelers,581,10627
1-Dec-22,West Bengal,2-Wheelers,1047,69018
1-Jan-23,Andhra Pradesh,2-Wheelers,2680,49537
1-Jan-23,Assam,2-Wheelers,142,41897
1-Jan-23,Bihar,2-Wheelers,987,63994
